time,open,high,low,close
2022-03-10,88.16,88.61,80.76,82.9
2022-03-11,82.93,84.35,80.1,80.68
2022-03-12,80.57,82.77,80.57,81.41
2022-03-13,81.33,83.24,77.74,78.74
2022-03-14,78.72,82.28,78.04,81.22
2022-03-15,81.18,86.03,78.75,82.85
2022-03-16,83.02,88,80.93,87.81
2022-03-17,87.8,91.02,86.67,87.89
2022-03-18,87.91,92.29,84.43,89.83
2022-03-19,89.91,94.6,89.22,92.37
2022-03-20,92.35,92.58,87.92,88.64
2022-03-21,88.64,91.32,86.75,88.64
2022-03-22,88.6,94.08,88.06,90.47
2022-03-23,90.47,96.44,89.4,94.94
2022-03-24,94.99,103.78,93.51,102.36
2022-03-25,102.31,104.92,97.12,98.62
2022-03-26,98.69,103.36,97.75,101.82
2022-03-27,101.84,107.51,98.81,107.09
2022-03-28,106.98,113.88,105.31,105.8
2022-03-29,105.87,115.72,105.76,111.7
2022-03-30,111.63,128.14,106.93,120.82
2022-03-31,120.73,130.1,120.05,122.85
2022-04-01,122.68,138.5,117.6,134.59
2022-04-02,134.44,143.71,131.51,132.54
2022-04-03,132.57,141.07,130.63,136.92
2022-04-04,136.81,138.32,126.09,132.12
2022-04-05,132.13,136.65,125.85,126.83
2022-04-06,126.74,127.43,112.19,113.05
2022-04-07,113.08,119.99,111.07,118.55
2022-04-08,118.46,122.44,108.18,110
2022-04-09,109.95,113.57,108.31,112.94
2022-04-10,113.02,116.16,109.75,111.05
2022-04-11,111.08,111.94,98.11,99.67
2022-04-12,99.91,109.28,98.37,103.24
2022-04-13,103.33,105.98,100.11,104.93
2022-04-14,104.85,107.71,98.71,100.8
2022-04-15,100.72,102.92,99.61,101.36
2022-04-16,101.46,103.53,100.79,102.1
2022-04-17,102.09,105.45,99.75,100.17
2022-04-18,100.16,102.65,94.79,102.4
2022-04-19,102.43,108.83,101.12,108.53
2022-04-20,108.46,110.93,104.33,105.62
2022-04-21,105.56,110.05,99.92,101.76
2022-04-22,101.74,103.57,99.2,100.57
2022-04-23,100.56,102.9,98.45,100.59
2022-04-24,100.64,102.29,98.06,99.24
2022-04-25,99.31,101.6,94.57,101.01
2022-04-26,101.12,101.96,94.69,95.74
2022-04-27,95.71,100.77,95,98.41
2022-04-28,98.25,100.59,96.41,98.25
2022-04-29,98.25,98.68,92.42,93.94
2022-04-30,93.98,94.97,81.96,84.7
2022-05-01,84.72,93.04,84.22,89.71
2022-05-02,89.72,90.94,85.14,87.47
2022-05-03,87.45,88.75,84.65,85.85
2022-05-04,85.85,92.99,85.48,92.79
2022-05-05,92.76,95.4,81.26,84.51
2022-05-06,84.47,84.75,79.78,81.66
2022-05-07,81.7,82.29,77.25,78.81
2022-05-08,78.8,79.31,73.76,75.36
2022-05-09,75.47,77.14,61.98,62.2
2022-05-10,62.39,73.99,60.38,66.87
2022-05-11,66.78,68.38,43.03,50.71
2022-05-12,50.8,54.07,35.45,44.5
2022-05-13,44.55,56.19,43.72,48.84
2022-05-14,48.95,53.76,45.86,52.35
2022-05-15,52.34,59.18,49.55,58.77
2022-05-16,58.71,58.71,51.83,53.76
2022-05-17,53.75,58.15,53.05,56.96
2022-05-18,56.93,57.83,49.37,49.85
2022-05-19,50.02,53.95,48.15,52.11
2022-05-20,52.13,53.6,47.78,49.4
2022-05-21,49.36,51.18,48.37,50.25
2022-05-22,50.27,53.1,49.59,52.44
2022-05-23,52.38,54.63,48.65,49.11
2022-05-24,49.14,50.78,47.07,49.64
2022-05-25,49.59,50.47,47.53,47.92
2022-05-26,47.88,49.93,41.68,43.4
2022-05-27,43.38,43.86,39.87,41.11
2022-05-28,41.15,45.03,40.3,44.23
2022-05-29,44.19,45.6,41.76,44.95
2022-05-30,44.95,48.3,44.07,47.2
2022-05-31,47.16,48.19,44.55,45.74
2022-06-01,45.78,46.07,39.65,40.09
2022-06-02,40.08,41.62,38.12,40.84
2022-06-03,40.84,41.5,37.65,38.24
2022-06-04,38.26,39.45,35.68,38.97
2022-06-05,38.98,40.14,37.85,38.5
2022-06-06,38.51,44.8,38.32,42.36
2022-06-07,42.33,42.65,37.12,39.28
2022-06-08,39.25,40.92,38.25,38.81
2022-06-09,38.83,41.91,38.43,39.93
2022-06-10,39.92,40.86,36.83,37.11
2022-06-11,37.13,37.89,33.22,33.89
2022-06-12,33.88,34.45,30.52,30.6
2022-06-13,30.68,31.02,26.01,28.57
2022-06-14,28.43,32.21,25.92,29.54
2022-06-15,29.54,34.78,26.75,34.73
2022-06-16,34.7,35.99,29.54,30.08
2022-06-17,30.02,32.08,29.21,30.67
2022-06-18,30.65,31.98,27.2,31.98
2022-06-19,32.04,35.35,28.68,34.17
2022-06-20,34.12,36.77,31.71,35.22
2022-06-21,35.19,39.12,34.19,36.38
2022-06-22,36.34,36.83,33.62,34.08
2022-06-23,34.13,38.59,33.99,38.13
2022-06-24,38.15,42.9,37.67,41.88
2022-06-25,41.86,42.59,39.72,42.2
2022-06-26,42.21,42.43,39.14,39.38
2022-06-27,39.35,41.23,37.97,38.47
2022-06-28,38.48,39.84,35.09,35.3
2022-06-29,35.3,36.05,33.1,33.99
2022-06-30,34,34.13,30.86,33.76
2022-07-01,33.57,35.31,31.81,32.8
2022-07-02,32.83,34.07,31.85,33.31
2022-07-03,33.31,33.65,32.13,33.36
2022-07-04,33.34,36.87,32.43,36.67
2022-07-05,36.66,36.97,33.13,35.38
2022-07-06,35.38,37.52,34.78,37.01
2022-07-07,37.03,39.25,36.37,38.45
2022-07-08,38.52,39.67,36.43,38.11
2022-07-09,38.12,38.86,37.77,38.06
2022-07-10,38.03,38.11,36.26,36.69
2022-07-11,36.62,36.64,33.22,33.4
2022-07-12,33.39,34.57,32.57,32.65
2022-07-13,32.66,35.11,31.85,34.93
2022-07-14,34.89,37.26,33.59,37.11
2022-07-15,37.11,39.05,36.5,37.36
2022-07-16,37.39,40.33,36.36,39.58
2022-07-17,39.58,41.11,38.37,38.61
2022-07-18,38.55,44.04,38.54,43.52
2022-07-19,43.53,47.47,42.57,44.88
2022-07-20,44.85,46.27,41.39,42.04
2022-07-21,42.04,44.06,39.63,43.12
2022-07-22,43.11,44.31,39.99,40.54
2022-07-23,40.57,41.92,38.65,40
2022-07-24,39.98,42.07,39.5,40.96
2022-07-25,40.95,41.09,36.6,36.66
2022-07-26,36.56,36.8,34.74,36.29
2022-07-27,36.31,40.55,35.69,40.25
2022-07-28,40.31,44.25,39.06,42.93
2022-07-29,42.97,44.32,41.16,41.95
2022-07-30,41.98,46.66,41.49,43.85
2022-07-31,43.83,45.12,42.27,42.39
2022-08-01,42.36,43.25,40.62,41.67
2022-08-02,41.64,42.47,39.57,39.8
2022-08-03,39.82,40.98,37.44,38.56
2022-08-04,38.53,39.85,37.97,38.83
2022-08-05,38.82,41.36,38.74,40.57
2022-08-06,40.52,40.9,39.85,40.07
2022-08-07,40.07,41.58,39.24,40.62
2022-08-08,40.62,43.71,40.57,42.2
2022-08-09,42.2,42.77,39.75,40.36
2022-08-10,40.33,42.87,39.18,42.47
2022-08-11,42.49,45.34,42.37,42.82
2022-08-12,42.83,45.54,42.17,45.49
2022-08-13,45.48,48.34,45.32,46.61
2022-08-14,46.61,48.06,44.51,44.87
2022-08-15,44.85,47.24,42.8,43.73
2022-08-16,43.73,44.31,42.56,43.11
2022-08-17,43.1,44.77,40.2,40.54
2022-08-18,40.55,41.64,39.39,39.52
2022-08-19,39.49,39.57,34.87,35.82
2022-08-20,35.84,37.27,34.23,35.28
2022-08-21,35.29,37.06,34.47,36.44
2022-08-22,36.47,36.54,33.76,35.43
2022-08-23,35.43,36.09,34.27,35.67
2022-08-24,35.68,36.52,34.32,34.9
2022-08-25,34.88,36.48,34.88,35.28
2022-08-26,35.22,35.68,31.37,31.73
2022-08-27,31.72,32.24,30.88,31.51
2022-08-28,31.52,32.2,30.21,30.42
2022-08-29,30.41,32.63,30.01,32.43
2022-08-30,32.42,33.14,30.69,31.46
2022-08-31,31.48,32.94,31.2,31.51
2022-09-01,31.51,31.78,30.45,31.6
2022-09-02,31.61,32.38,30.79,31.25
2022-09-03,31.24,31.28,30.82,31.13
2022-09-04,31.13,32.18,31.04,32.16
2022-09-05,32.17,32.49,31.16,32.17
2022-09-06,32.18,33.91,30.48,30.88
2022-09-07,30.86,32.95,30.36,32.69
2022-09-08,32.69,33.96,32.03,33.61
2022-09-09,33.62,35.97,33.59,34.69
2022-09-10,34.67,35.41,34.3,35.05
2022-09-11,35.05,36,34.09,35.01
2022-09-12,34.99,38.39,34.43,37.45
2022-09-13,37.45,38.95,32.95,32.99
2022-09-14,32.98,34.36,32.67,34.13
2022-09-15,34.13,34.82,32.46,33.07
2022-09-16,33.07,33.24,31.54,32.24
2022-09-17,32.22,33.89,32.21,33.69
2022-09-18,33.69,33.99,30.88,31.1
2022-09-19,31.11,33.07,30.5,32.63
2022-09-20,32.65,32.86,31.33,31.41
2022-09-21,31.41,33.45,30.06,30.67
2022-09-22,30.67,32.86,30.6,32.42
2022-09-23,32.42,33.96,31.23,33.67
2022-09-24,33.67,34.78,33.17,33.39
2022-09-25,33.41,34.05,31.9,32.33
2022-09-26,32.33,33.94,31.86,33.89
2022-09-27,33.89,35.38,32.09,32.68
2022-09-28,32.67,33.8,31.65,33.22
2022-09-29,33.21,34.44,32.71,33.93
2022-09-30,33.96,35.23,32.65,33.26
2022-10-01,33.23,33.23,32.37,32.45
2022-10-02,32.44,33.08,31.83,32.06
2022-10-03,32.09,33.27,31.83,32.91
2022-10-04,32.91,34.64,32.83,34.11
2022-10-05,34.11,34.37,33.22,34.05
2022-10-06,34.04,34.53,33.28,33.35
2022-10-07,33.36,33.76,32.43,32.98
2022-10-08,32.98,33.07,32.37,32.58
2022-10-09,32.58,33.14,32.44,32.93
2022-10-10,32.91,33.44,31.91,31.96
2022-10-11,31.96,31.96,30.44,30.79
2022-10-12,30.79,31.53,30.67,31.15
2022-10-13,31.16,31.2,27.85,30.5
2022-10-14,30.5,31.96,29.57,30
2022-10-15,30.01,30.19,29.44,29.59
2022-10-16,29.6,30.5,29.56,30.16
2022-10-17,30.16,31.29,29.84,31.22
2022-10-18,31.21,31.48,29.77,30.15
2022-10-19,30.15,30.24,28.64,28.86
2022-10-20,28.86,29.46,27.99,28.01
2022-10-21,28.02,28.29,26.82,28.1
2022-10-22,28.11,28.19,27.49,28.01
2022-10-23,28.01,29.45,27.77,29.28
2022-10-24,29.28,29.5,28.17,28.31
2022-10-25,28.31,32.31,28.06,30.88
2022-10-26,30.91,32.16,30.67,31.3
2022-10-27,31.27,32.35,30.46,30.58
2022-10-28,30.58,32.57,30.13,32.07
2022-10-29,32.07,33.89,31.87,32.88
2022-10-30,32.89,33.54,31.96,32.94
2022-10-31,32.95,34.39,32.22,32.57
2022-11-01,32.54,33.39,32.15,32.2
2022-11-02,32.21,32.95,30.24,30.81
2022-11-03,30.8,32.24,30.62,30.86
2022-11-04,30.85,34.19,30.66,33.74
2022-11-05,33.75,38.78,33.66,36.9
2022-11-06,36.91,37.07,32.33,32.63
2022-11-07,32.62,33.13,28.08,29.6
2022-11-08,29.57,31.65,19.84,24.38
2022-11-09,24.39,24.6,12.38,14.05
2022-11-10,14.04,18.79,13.1,17.62
2022-11-11,17.63,18.24,15.07,16.39
2022-11-12,16.39,16.44,14.46,14.55
2022-11-13,14.55,14.71,13,13.16
2022-11-14,13.16,14.98,12.08,13.97
2022-11-15,13.97,15.06,13.79,14.31
2022-11-16,14.31,14.61,13.62,14.25
2022-11-17,14.27,14.49,12.93,13.63
2022-11-18,13.63,13.86,12.99,13.25
2022-11-19,13.25,13.27,12.57,12.83
2022-11-20,12.82,13.56,12.11,12.25
2022-11-21,12.25,12.26,11.25,11.82
2022-11-22,11.82,12.48,10.94,12.42
2022-11-23,12.43,14.47,12.39,14.35
2022-11-24,14.34,14.94,13.84,14.58
2022-11-25,14.58,14.6,13.89,14.02
2022-11-26,14.02,14.95,13.99,14.16
2022-11-27,14.16,14.43,14.05,14.12
2022-11-28,14.11,14.17,12.78,13.33
2022-11-29,13.32,13.94,13.14,13.34
2022-11-30,13.35,14.32,13.24,14.16
2022-12-01,14.16,14.18,13.41,13.51
2022-12-02,13.51,13.83,13.34,13.71
2022-12-03,13.71,13.76,13.24,13.3
2022-12-04,13.3,13.75,13.28,13.71
2022-12-05,13.71,14.17,13.59,13.82
2022-12-06,13.82,14.37,13.81,14.3
2022-12-07,14.3,14.34,13.46,13.5
2022-12-08,13.51,13.78,13.28,13.69
2022-12-09,13.69,14.02,13.52,13.59
2022-12-10,13.59,13.72,13.55,13.57
2022-12-11,13.58,13.8,13.39,13.43
2022-12-12,13.42,13.49,12.83,13.32
2022-12-13,13.32,14.15,12.78,13.89
2022-12-14,13.88,14.97,13.81,14.12
2022-12-15,14.13,14.52,13.86,14.04
2022-12-16,14.05,14.17,12.04,12.24
2022-12-17,12.24,12.56,11.93,12.51
2022-12-18,12.51,12.59,12.26,12.38
2022-12-19,12.38,12.58,11.68,11.94
2022-12-20,11.94,12.46,11.84,12.26
2022-12-21,12.26,12.3,11.9,12.14
2022-12-22,12.14,12.19,11.68,11.82
2022-12-23,11.81,12.11,11.72,11.79
2022-12-24,11.79,11.79,11.1,11.45
2022-12-25,11.45,11.56,11.25,11.38
2022-12-26,11.38,11.48,11.06,11.33
2022-12-27,11.35,11.43,10.72,11.08
2022-12-28,11.08,11.12,9.38,9.75
2022-12-29,9.76,10.86,7.96,9.64
2022-12-30,9.63,10.25,8.99,9.9
2022-12-31,9.9,10.2,9.66,9.97
2023-01-01,9.97,10.07,9.69,9.98
2023-01-02,9.99,12.03,9.81,11.28
2023-01-03,11.27,13.89,10.99,13.37
2023-01-04,13.37,14.22,12.83,13.43
2023-01-05,13.44,13.87,12.95,13.43
2023-01-06,13.43,13.59,12.73,13.5
2023-01-07,13.51,13.51,13.03,13.1
2023-01-08,13.1,14.87,12.86,14.46
2023-01-09,14.46,17.49,14.29,16.26
2023-01-10,16.26,16.73,15.58,16.21
2023-01-11,16.2,16.63,15.29,16.38
2023-01-12,16.38,16.97,15.54,16.61
2023-01-13,16.6,18.64,16.31,18.3
2023-01-14,18.28,24.74,18.2,24.26
2023-01-15,24.25,25.01,22,22.91
2023-01-16,22.91,25.01,22.27,23.59
2023-01-17,23.58,23.94,22.73,22.87
2023-01-18,22.89,23.63,20.4,20.79
2023-01-19,20.81,21.86,20.43,21.43
2023-01-20,21.42,25.81,20.93,25.52
2023-01-21,25.54,26.55,24.34,24.57
2023-01-22,24.56,25.44,23.55,24.22
2023-01-23,24.21,24.93,23.82,24.33
2023-01-24,24.32,25.22,22.2,22.78
2023-01-25,22.76,25.38,22.29,24.52
2023-01-26,24.56,25.24,23.76,24.35
2023-01-27,24.36,25.03,23.39,24.43
2023-01-28,24.42,25.23,23.73,24.01
2023-01-29,24.01,26.78,23.75,26.09
2023-01-30,26.08,26.31,23.18,23.97
2023-01-31,23.97,24.47,23.51,23.92
2023-02-01,23.93,25.2,22.53,25
2023-02-02,25.01,26.14,24.15,24.32
2023-02-03,24.37,25.06,24.04,24.69
2023-02-04,24.69,24.94,24.19,24.34
2023-02-05,24.33,24.46,23.05,23.47
2023-02-06,23.47,23.72,22.52,22.66
2023-02-07,22.64,23.95,22.56,23.84
2023-02-08,23.85,24.22,22.83,23.22
2023-02-09,23.23,23.34,20.02,20.48
2023-02-10,20.48,21.2,19.7,20.12
2023-02-11,20.11,20.92,20.11,20.82
2023-02-12,20.81,22.59,20.63,21.51
2023-02-13,21.5,21.59,19.77,20.78
2023-02-14,20.78,22.36,20.7,21.85
2023-02-15,21.84,23.99,21.46,23.87
2023-02-16,23.9,24.2,22.19,22.25
2023-02-17,22.21,23.58,22.08,23.15
2023-02-18,23.14,23.92,22.93,23.46
2023-02-19,23.46,25.66,23.22,24.85
2023-02-20,24.87,27.12,24.2,26.26
2023-02-21,26.26,26.62,24.57,24.98
2023-02-22,24.98,25.24,23.24,24.16
2023-02-23,24.16,24.68,23.61,23.91
2023-02-24,23.92,24.12,22.48,23.08
2023-02-25,23.07,23.32,21.41,22.38
2023-02-26,22.37,23.53,22.21,23.27
2023-02-27,23.27,23.4,22.33,22.67
2023-02-28,22.68,22.75,21.75,21.88
2023-03-01,21.89,22.93,21.67,22.52
2023-03-02,22.51,22.65,21.68,22
2023-03-03,22,22.02,20.34,21.45
2023-03-04,21.4,21.62,20.21,20.99
2023-03-05,20.98,21.69,20.86,20.98
2023-03-06,20.97,21.16,20.46,20.63
2023-03-07,20.64,20.95,19.72,20.23
2023-03-08,20.24,20.38,18.14,18.4
2023-03-09,18.42,18.77,16.74,17.32
2023-03-10,17.32,18.41,16.01,18.24
2023-03-11,18.23,19.05,17.28,18.31
2023-03-12,18.29,20.71,18.01,20.42
2023-03-13,20.47,21.51,18.95,20.5
2023-03-14,20.51,22.17,19.88,20.93
2023-03-15,20.93,21.55,18.74,19.32
2023-03-16,19.3,19.95,18.95,19.72
2023-03-17,19.71,21.73,19.47,21.65
2023-03-18,21.64,22.99,21.12,21.25
2023-03-19,21.26,22.51,21.26,21.93
2023-03-20,21.94,23.99,21.45,22.19
2023-03-21,22.2,23.38,21.6,22.59
2023-03-22,22.59,23.12,20.99,21.47
2023-03-23,21.46,22.78,21.07,22.2
2023-03-24,22.21,22.3,20.3,20.69
2023-03-25,20.69,20.98,20.12,20.43
2023-03-26,20.43,21.14,20.31,20.96
2023-03-27,20.95,21,19.36,19.91
2023-03-28,19.91,20.84,19.61,20.46
2023-03-29,20.46,21.53,20.44,21.1
2023-03-30,21.1,21.67,20.17,20.54
2023-03-31,20.54,21.48,20.06,21.17
2023-04-01,21.18,21.35,20.78,21.08
2023-04-02,21.09,21.31,20.24,20.53
2023-04-03,20.52,21,19.91,20.46
2023-04-04,20.46,21.25,20.34,20.93
2023-04-05,20.92,21.34,20.59,20.97
2023-04-06,20.98,21,20.48,20.63
2023-04-07,20.63,20.78,20.25,20.45
2023-04-08,20.46,20.74,19.87,20.05
2023-04-09,20.05,20.44,19.92,20.3
2023-04-10,20.31,20.95,20.08,20.9
2023-04-11,20.92,23.74,20.83,23.01
2023-04-12,23.02,24.46,22.32,23.81
2023-04-13,23.82,25.31,23.66,24.45
2023-04-14,24.46,25.54,23.76,24.75
2023-04-15,24.75,24.79,23.84,24.07
2023-04-16,24.08,25.49,23.85,25.36
2023-04-17,25.37,26.02,24.34,24.58
2023-04-18,24.59,25.45,24.02,24.84
2023-04-19,24.83,24.99,21.89,22.69
2023-04-20,22.68,23.17,21.55,22.2
2023-04-21,22.19,22.41,21,21.26
2023-04-22,21.26,21.99,21.06,21.8
2023-04-23,21.79,22.25,20.99,21.48
2023-04-24,21.47,22.04,21.01,21.39
2023-04-25,21.4,21.97,20.73,21.93
2023-04-26,21.95,22.96,20.48,21.29
2023-04-27,21.28,22.52,21.19,22.34
2023-04-28,22.35,23.52,22.19,23.37
2023-04-29,23.37,23.9,22.95,23.2
2023-04-30,23.2,23.97,22.7,22.75
2023-05-01,22.76,22.89,21.57,21.97
2023-05-02,21.95,22.4,21.77,22.27
2023-05-03,22.28,22.31,21.24,22.25
2023-05-04,22.25,22.49,21.64,21.75
2023-05-05,21.76,23.1,21.68,22.85
2023-05-06,22.84,23.29,21.62,22
2023-05-07,22,22.83,21.77,21.77
2023-05-08,21.74,21.94,20.07,20.74
2023-05-09,20.73,21.13,20.46,20.71
2023-05-10,20.71,21.32,19.9,20.95
2023-05-11,20.95,20.96,19.75,20.19
2023-05-12,20.21,20.96,19.79,20.92
2023-05-13,20.92,21.27,20.79,20.85
2023-05-14,20.85,21.26,20.64,20.95
2023-05-15,20.94,21.53,20.6,20.99
2023-05-16,20.99,21.14,20.45,20.69
2023-05-17,20.68,21.2,20.45,21.05
2023-05-18,21.06,21.1,20.08,20.35
2023-05-19,20.35,20.6,20.27,20.36
2023-05-20,20.35,20.37,20.1,20.29
2023-05-21,20.29,20.4,19.41,19.62
2023-05-22,19.61,20.03,19.3,19.53
2023-05-23,19.53,20.19,19.43,20.03
2023-05-24,20.03,20.07,18.75,19.22
2023-05-25,19.22,19.55,18.81,19.26
2023-05-26,19.27,19.58,19.1,19.36
2023-05-27,19.37,20.54,19.34,20.44
2023-05-28,20.44,21.18,20.31,20.81
2023-05-29,20.83,20.99,20.28,20.59
2023-05-30,20.59,21.42,20.48,21.26
2023-05-31,21.26,21.34,20.41,20.83
